NPC ID,NPC friendliness,NPC item value,NPC quest value,NPC gender,NPC class,NPC area level,User ID,User level,User class,Interaction length,Interaction text exchanges,Interaction quests acquired,Interaction transactions
330,20.75,5,-4,M,Thief,10,88724,8,Fighter,10.65,15,4,2
337,44.61,-1,1,F,Thief,40,24800,44,Thief,10.87,14,3,5
348,84.45,-3,1,F,Thief,30,83619,25,Mage,11.19,16,3,4
309,46.4,-5,-3,M,Thief,40,38195,35,Thief,9.33,17,3,5
322,95.96,4,2,F,Fighter,40,14904,36,Mage,12.12,15,3,4
341,7.47,-2,3,F,Fighter,10,37981,8,Thief,11.14,19,5,1
321,96.01,0,-1,F,Mage,30,71073,26,Fighter,11.77,16,3,4
324,19.13,-5,0,M,Fighter,40,80459,39,Mage,9.22,16,3,5
348,91.92,-3,1,F,Thief,30,76651,32,Thief,11.55,13,3,4
336,5.1,-5,1,F,Thief,40,61307,37,Fighter,9.56,17,3,5
333,37.29,-2,5,F,Fighter,30,87960,34,Mage,10.37,16,3,5
343,44.66,1,-4,M,Mage,10,71752,7,Fighter,9.5,16,4,2
331,99.17,2,-5,F,Mage,40,84392,40,Fighter,11.3,17,3,5
338,92.41,4,-5,F,Fighter,40,34893,39,Mage,11.8,15,3,4
326,43.0,-1,-1,M,Mage,20,31980,17,Thief,9.41,15,4,2
347,1.08,5,0,F,Mage,10,39590,5,Thief,10.84,16,5,1
341,0.94,-2,3,F,Fighter,10,61244,13,Fighter,11.15,16,5,1
314,65.63,-2,-2,F,Fighter,30,17268,33,Thief,9.9,16,3,4
322,102.44,4,2,F,Fighter,40,78198,35,Thief,11.86,16,3,5
322,101.33,4,2,F,Fighter,40,88541,39,Mage,12.12,15,3,5
301,95.55,-2,5,F,Fighter,40,55539,39,Thief,12.5,15,4,5
301,107.72,-2,5,F,Fighter,40,71637,43,Fighter,11.4,15,3,5
321,101.52,0,-1,F,Mage,30,16869,34,Thief,11.54,15,3,4
308,100.62,-2,5,F,Mage,20,47090,21,Mage,11.0,16,3,5
301,102.82,-2,5,F,Fighter,40,12029,38,Fighter,12.3,14,3,4
347,10.87,5,0,F,Mage,10,24366,14,Mage,10.91,15,5,1
333,49.22,-2,5,F,Fighter,30,57566,30,Mage,10.07,14,3,5
302,49.26,2,-5,F,Mage,10,38000,12,Thief,6.75,16,3,3
327,93.72,-4,2,M,Mage,20,55715,20,Mage,4.27,11,1,3
337,38.65,-1,1,F,Thief,40,79800,42,Fighter,11.01,15,3,5
347,11.7,5,0,F,Mage,10,44566,9,Thief,11.07,16,5,1
346,108.74,-3,5,F,Fighter,30,70785,34,Thief,11.94,15,3,4
343,42.75,1,-4,M,Mage,10,82108,11,Thief,9.44,18,3,2
317,77.88,4,2,M,Thief,40,13308,38,Mage,12.32,14,3,5
331,99.35,2,-5,F,Mage,40,24668,42,Mage,11.85,14,3,5
332,2.9,3,-2,F,Thief,10,70706,11,Fighter,10.93,16,5,1
332,3.22,3,-2,F,Thief,10,72133,5,Fighter,11.24,15,4,1
342,91.89,5,1,M,Mage,40,76153,43,Fighter,12.14,18,3,5
303,39.38,0,1,M,Thief,10,62328,5,Thief,9.5,17,4,2
336,4.3,-5,1,F,Thief,40,16084,38,Thief,9.63,17,3,5
316,9.81,0,-3,F,Thief,30,76128,35,Fighter,8.37,17,3,6
325,5.49,-3,2,F,Fighter,30,61269,31,Mage,8.08,16,2,5
310,11.43,-1,-5,F,Mage,30,86444,33,Mage,9.08,16,3,5
301,109.15,-2,5,F,Fighter,40,84287,36,Thief,11.62,15,4,4
309,28.22,-5,-3,M,Thief,40,25953,39,Thief,10.67,17,3,5
336,13.6,-5,1,F,Thief,40,25865,45,Mage,10.48,16,3,5
328,62.67,-2,0,F,Thief,30,14573,31,Fighter,10.75,16,3,5
334,59.95,0,1,M,Fighter,40,30704,44,Thief,10.89,15,3,5
310,0.43,-1,-5,F,Mage,30,40051,32,Mage,8.58,16,3,5
340,18.23,3,0,F,Thief,20,28186,17,Fighter,9.83,17,4,2
336,2.92,-5,1,F,Thief,40,76756,43,Fighter,9.92,16,3,5
350,61.57,5,5,F,Mage,40,48636,41,Thief,11.54,16,3,5
341,2.08,-2,3,F,Fighter,10,62896,15,Thief,12.04,14,5,1
306,92.14,0,5,M,Mage,10,57774,5,Fighter,1.7,10,1,4
334,53.15,0,1,M,Fighter,40,10264,43,Mage,11.72,16,3,4
302,71.7,2,-5,F,Mage,10,17335,6,Thief,7.56,16,3,3
341,3.23,-2,3,F,Fighter,10,42368,6,Fighter,10.78,16,5,1
337,51.4,-1,1,F,Thief,40,13892,41,Fighter,10.96,16,3,5
318,83.94,3,2,F,Mage,30,25844,34,Mage,11.28,15,3,5
310,17.73,-1,-5,F,Mage,30,27216,30,Thief,7.79,16,3,6
315,106.55,-3,-3,F,Fighter,20,48212,21,Thief,11.35,16,3,4
314,56.17,-2,-2,F,Fighter,30,45657,34,Thief,10.72,16,3,5
316,0.0,0,-3,F,Thief,30,76128,35,Fighter,8.3,16,3,6
309,35.97,-5,-3,M,Thief,40,55645,39,Mage,10.45,16,3,5
350,78.89,5,5,F,Mage,40,42785,35,Fighter,11.47,15,3,5
310,7.12,-1,-5,F,Mage,30,85461,33,Mage,9.07,17,3,5
336,7.66,-5,1,F,Thief,40,47409,36,Mage,9.19,17,3,5
343,31.21,1,-4,M,Mage,10,25928,7,Mage,9.04,15,3,2
342,98.08,5,1,M,Mage,40,71618,41,Mage,12.42,12,3,5
313,46.03,5,-5,F,Thief,10,27357,14,Thief,8.21,18,3,2
343,42.96,1,-4,M,Mage,10,43442,8,Fighter,8.7,16,4,2
320,6.4,-5,4,F,Fighter,40,67017,35,Mage,8.54,17,3,5
334,49.95,0,1,M,Fighter,40,89310,44,Mage,11.39,14,3,4
342,103.33,5,1,M,Mage,40,42779,42,Mage,12.33,16,3,5
337,44.55,-1,1,F,Thief,40,15064,45,Fighter,11.65,14,3,5
320,12.16,-5,4,F,Fighter,40,12073,38,Fighter,8.85,18,3,5
338,88.8,4,-5,F,Fighter,40,45278,37,Mage,12.06,15,4,5
324,21.56,-5,0,M,Fighter,40,88771,40,Fighter,9.33,16,3,5
336,4.69,-5,1,F,Thief,40,89172,41,Mage,9.84,16,3,5
327,96.75,-4,2,M,Mage,20,78808,23,Thief,10.49,15,3,4
319,82.35,0,-3,M,Mage,40,60586,42,Fighter,11.99,17,3,4
312,57.71,4,5,M,Mage,10,79774,5,Thief,7.39,15,3,3
316,3.47,0,-3,F,Thief,30,38438,27,Fighter,7.13,17,3,6
310,19.1,-1,-5,F,Mage,30,38377,26,Thief,8.32,18,2,5
316,1.37,0,-3,F,Thief,30,27891,31,Fighter,7.99,17,2,6
304,7.78,3,-5,M,Thief,10,31403,15,Mage,10.39,16,5,1
310,5.35,-1,-5,F,Mage,30,75688,31,Fighter,8.01,17,3,5
342,98.9,5,1,M,Mage,40,25865,45,Mage,11.81,16,3,5
349,36.36,3,-1,M,Fighter,30,74841,31,Thief,8.7,18,3,5
338,92.4,4,-5,F,Fighter,40,33872,45,Fighter,11.0,15,3,5
350,62.9,5,5,F,Mage,40,67890,43,Fighter,11.26,15,3,5
346,108.28,-3,5,F,Fighter,30,42829,29,Mage,11.29,15,3,4
314,57.01,-2,-2,F,Fighter,30,27444,29,Mage,10.21,16,3,5
313,45.76,5,-5,F,Thief,10,78851,12,Thief,7.97,17,3,2
334,73.05,0,1,M,Fighter,40,42431,43,Thief,11.99,15,3,5
346,108.15,-3,5,F,Fighter,30,50756,33,Fighter,12.0,15,3,4
332,5.51,3,-2,F,Thief,10,66482,6,Thief,11.34,16,5,1
341,8.62,-2,3,F,Fighter,10,87455,11,Fighter,11.19,16,5,1
330,8.37,5,-4,M,Thief,10,47012,11,Fighter,10.68,17,5,2
333,37.93,-2,5,F,Fighter,30,70834,35,Thief,10.49,16,3,5
320,8.25,-5,4,F,Fighter,40,48927,45,Thief,11.03,16,3,5
332,1.43,3,-2,F,Thief,10,59000,9,Mage,9.88,16,4,1
341,11.92,-2,3,F,Fighter,10,62632,7,Thief,11.33,15,5,1
349,40.63,3,-1,M,Fighter,30,70785,34,Thief,10.44,17,3,5
314,57.11,-2,-2,F,Fighter,30,69901,28,Mage,10.01,16,3,4
346,110.14,-3,5,F,Fighter,30,66722,30,Mage,12.5,15,3,5
335,82.83,2,-1,F,Fighter,30,10827,34,Thief,10.98,15,3,5
336,20.3,-5,1,F,Thief,40,22723,41,Fighter,9.82,16,3,5
336,2.99,-5,1,F,Thief,40,61925,41,Thief,9.47,16,3,5
332,19.36,3,-2,F,Thief,10,52461,15,Thief,10.03,15,4,2
343,32.46,1,-4,M,Mage,10,17725,9,Mage,9.11,16,3,2
322,86.53,4,2,F,Fighter,40,51841,37,Mage,11.85,15,3,5
328,53.75,-2,0,F,Thief,30,80080,27,Mage,10.11,16,3,5
317,73.67,4,2,M,Thief,40,69028,38,Fighter,12.5,15,3,5
313,56.81,5,-5,F,Thief,10,17335,6,Thief,8.59,16,3,2
348,91.99,-3,1,F,Thief,30,38265,26,Thief,11.34,14,3,4
344,83.93,4,1,M,Fighter,20,23233,21,Thief,9.53,17,3,5
318,67.23,3,2,F,Mage,30,84041,28,Fighter,11.13,15,3,5
335,72.46,2,-1,F,Fighter,30,86000,34,Mage,11.54,15,3,5
319,71.82,0,-3,M,Mage,40,12073,38,Fighter,12.31,14,3,5
312,68.64,4,5,M,Mage,10,60168,12,Fighter,7.15,16,3,3
311,77.74,-2,-5,M,Mage,10,56849,8,Thief,6.11,15,2,3
313,55.55,5,-5,F,Thief,10,72133,5,Fighter,8.34,16,3,2
346,109.1,-3,5,F,Fighter,30,73438,31,Fighter,11.86,14,4,4
349,43.83,3,-1,M,Fighter,30,57436,26,Fighter,8.81,17,3,5
325,8.51,-3,2,F,Fighter,30,59240,33,Fighter,9.02,18,3,5
319,70.56,0,-3,M,Mage,40,20084,37,Thief,11.92,16,3,5
304,20.33,3,-5,M,Thief,10,21587,7,Thief,10.34,16,4,2
317,90.67,4,2,M,Thief,40,18723,36,Mage,11.67,16,3,5
314,63.95,-2,-2,F,Fighter,30,38265,26,Thief,9.73,16,3,5
303,34.96,0,1,M,Thief,10,52756,10,Mage,9.3,16,4,2
334,53.25,0,1,M,Fighter,40,46241,38,Thief,11.64,16,3,4
341,0.0,-2,3,F,Fighter,10,36643,12,Mage,11.44,14,5,1
310,5.09,-1,-5,F,Mage,30,61269,31,Mage,7.8,16,3,5
329,84.3,0,-1,F,Mage,10,38726,8,Mage,6.63,15,2,3
329,65.27,0,-1,F,Mage,10,71324,9,Thief,5.39,17,2,3
346,117.36,-3,5,F,Fighter,30,63362,28,Thief,11.94,15,3,4
313,54.9,5,-5,F,Thief,10,54799,14,Thief,7.91,17,3,3
349,24.99,3,-1,M,Fighter,30,10827,34,Thief,10.12,16,3,5
308,101.18,-2,5,F,Mage,20,23647,24,Fighter,11.21,15,3,4
326,48.43,-1,-1,M,Mage,20,58634,17,Mage,8.76,18,3,2
308,96.06,-2,5,F,Mage,20,23647,24,Fighter,11.4,15,3,4
315,94.7,-3,-3,F,Fighter,20,64974,17,Mage,2.14,9,1,4
338,90.13,4,-5,F,Fighter,40,23820,37,Thief,11.62,15,4,5
343,37.98,1,-4,M,Mage,10,31723,10,Thief,9.1,17,4,2
346,106.27,-3,5,F,Fighter,30,88777,34,Fighter,11.85,16,3,4
339,84.26,5,3,F,Fighter,10,63493,8,Mage,4.83,12,1,4
332,9.56,3,-2,F,Thief,10,14487,9,Thief,11.06,15,5,2
332,7.57,3,-2,F,Thief,10,70706,11,Fighter,10.12,16,4,1
324,3.6,-5,0,M,Fighter,40,88541,39,Mage,9.78,17,3,5
303,24.79,0,1,M,Thief,10,56849,8,Thief,9.15,15,4,2
348,77.09,-3,1,F,Thief,30,25449,31,Fighter,11.15,16,3,4
350,78.91,5,5,F,Mage,40,25865,45,Mage,11.52,13,3,4
319,78.55,0,-3,M,Mage,40,51254,40,Thief,12.29,17,3,5
301,105.66,-2,5,F,Fighter,40,57235,37,Thief,11.83,14,3,4
333,47.45,-2,5,F,Fighter,30,37476,27,Thief,9.79,16,3,5
326,35.59,-1,-1,M,Mage,20,77431,20,Thief,8.87,17,3,2
331,109.23,2,-5,F,Mage,40,48927,45,Thief,12.03,15,3,5
320,14.28,-5,4,F,Fighter,40,22792,42,Fighter,9.94,16,3,5
339,79.6,5,3,F,Fighter,10,54238,7,Mage,4.85,15,1,4
312,72.2,4,5,M,Mage,10,41747,7,Fighter,6.84,16,3,3
321,104.56,0,-1,F,Mage,30,67914,25,Fighter,12.03,15,3,4
301,91.61,-2,5,F,Fighter,40,57235,37,Thief,11.85,15,4,4
303,37.44,0,1,M,Thief,10,57774,5,Fighter,9.67,16,4,2
307,43.69,-5,-3,M,Mage,30,20599,28,Mage,9.4,14,3,4
313,49.16,5,-5,F,Thief,10,60657,10,Mage,8.33,17,3,2
335,72.72,2,-1,F,Fighter,30,40492,30,Mage,10.65,15,3,5
346,98.32,-3,5,F,Fighter,30,36793,29,Mage,12.12,15,3,4
349,34.77,3,-1,M,Fighter,30,67017,35,Mage,10.42,16,3,5
317,75.31,4,2,M,Thief,40,48636,41,Thief,11.94,16,3,5
332,2.01,3,-2,F,Thief,10,50547,10,Fighter,10.7,16,4,1
324,17.19,-5,0,M,Fighter,40,35103,45,Mage,10.31,16,3,5
328,68.82,-2,0,F,Thief,30,16869,34,Thief,11.28,14,3,5
331,105.34,2,-5,F,Mage,40,73486,40,Mage,11.7,15,3,5
301,88.48,-2,5,F,Fighter,40,87591,36,Mage,11.84,14,3,5
303,35.75,0,1,M,Thief,10,71599,10,Fighter,9.38,18,4,2
350,84.34,5,5,F,Mage,40,89884,35,Thief,11.09,13,3,5
341,4.83,-2,3,F,Fighter,10,13111,13,Thief,11.76,17,5,1
342,91.74,5,1,M,Mage,40,33609,35,Fighter,11.44,16,3,5
317,94.85,4,2,M,Thief,40,88494,36,Fighter,11.56,16,3,5
330,15.18,5,-4,M,Thief,10,88724,8,Fighter,10.65,16,5,2
321,108.37,0,-1,F,Mage,30,74684,32,Thief,12.22,14,3,4
326,32.61,-1,-1,M,Mage,20,62446,16,Mage,8.82,17,4,2
304,11.98,3,-5,M,Thief,10,83886,15,Thief,10.38,17,4,1
323,0.0,-2,3,F,Mage,30,26151,30,Mage,7.48,15,2,5
328,67.67,-2,0,F,Thief,30,88841,34,Fighter,11.13,17,3,5
347,0.0,5,0,F,Mage,10,14195,5,Fighter,11.73,17,5,1
318,84.34,3,2,F,Mage,30,74185,30,Thief,10.93,16,3,5
343,40.91,1,-4,M,Mage,10,71324,9,Thief,9.79,17,4,2
308,86.05,-2,5,F,Mage,20,31653,22,Mage,11.54,14,3,4
338,96.19,4,-5,F,Fighter,40,66187,37,Mage,11.82,16,3,5
321,85.85,0,-1,F,Mage,30,26151,30,Mage,11.96,15,4,4
349,47.22,3,-1,M,Fighter,30,67017,35,Mage,10.47,17,3,5
342,86.38,5,1,M,Mage,40,57235,37,Thief,11.96,14,3,5
348,73.85,-3,1,F,Thief,30,89092,27,Mage,11.69,15,3,4
335,80.14,2,-1,F,Fighter,30,76651,32,Thief,11.09,15,3,5
309,35.44,-5,-3,M,Thief,40,84287,36,Thief,10.0,17,3,4
339,94.39,5,3,F,Fighter,10,21368,14,Thief,4.1,13,1,3
321,105.81,0,-1,F,Mage,30,63362,28,Thief,11.47,16,3,5
317,94.96,4,2,M,Thief,40,75694,35,Thief,12.1,15,3,5
320,4.03,-5,4,F,Fighter,40,75698,35,Mage,9.25,18,3,5
301,103.59,-2,5,F,Fighter,40,19512,41,Fighter,12.06,15,3,4
342,106.77,5,1,M,Mage,40,10832,38,Mage,11.76,16,3,5
301,94.54,-2,5,F,Fighter,40,21045,45,Thief,11.21,14,3,5
320,23.73,-5,4,F,Fighter,40,23431,41,Thief,9.62,17,3,5
333,58.88,-2,5,F,Fighter,30,24942,30,Fighter,9.49,15,3,5
304,1.14,3,-5,M,Thief,10,75270,11,Fighter,10.58,16,4,1
347,0.0,5,0,F,Mage,10,45561,5,Thief,12.06,14,5,1
307,56.05,-5,-3,M,Mage,30,10827,34,Thief,10.87,16,3,5
329,63.64,0,-1,F,Mage,10,57774,5,Fighter,6.86,15,2,3
346,119.37,-3,5,F,Fighter,30,18283,29,Thief,12.37,15,3,4
307,41.04,-5,-3,M,Mage,30,17527,32,Mage,9.96,16,3,5
320,7.02,-5,4,F,Fighter,40,51254,40,Thief,9.49,16,3,5
348,93.64,-3,1,F,Thief,30,14570,31,Thief,10.65,16,3,4
341,0.0,-2,3,F,Fighter,10,89658,6,Mage,11.52,16,5,1
322,103.08,4,2,F,Fighter,40,21969,45,Fighter,11.99,16,3,4
338,96.45,4,-5,F,Fighter,40,55539,39,Thief,11.72,17,3,4
320,9.66,-5,4,F,Fighter,40,38712,41,Thief,10.03,16,3,5
333,59.15,-2,5,F,Fighter,30,66722,30,Mage,10.13,16,3,5
319,71.06,0,-3,M,Mage,40,60330,45,Fighter,11.75,15,3,4
325,2.4,-3,2,F,Fighter,30,89979,30,Fighter,8.06,16,3,5
317,83.91,4,2,M,Thief,40,14904,36,Mage,11.75,16,3,5
349,31.07,3,-1,M,Fighter,30,10230,31,Fighter,9.85,17,3,5
325,10.03,-3,2,F,Fighter,30,24058,28,Mage,8.12,17,3,5
333,60.85,-2,5,F,Fighter,30,33688,25,Fighter,9.16,17,3,5
301,106.94,-2,5,F,Fighter,40,76014,44,Thief,12.19,16,3,4
338,100.96,4,-5,F,Fighter,40,42431,43,Thief,12.5,15,3,5
332,17.88,3,-2,F,Thief,10,83653,7,Fighter,11.16,16,4,1
335,81.36,2,-1,F,Fighter,30,24544,33,Fighter,10.59,17,3,4
301,104.36,-2,5,F,Fighter,40,85057,43,Thief,11.89,14,3,4
343,45.97,1,-4,M,Mage,10,61905,11,Thief,8.83,18,3,2
333,58.12,-2,5,F,Fighter,30,69284,35,Thief,10.1,17,3,5
325,20.58,-3,2,F,Fighter,30,38438,27,Fighter,8.26,17,3,5
336,13.7,-5,1,F,Thief,40,42779,42,Mage,9.74,18,3,5
334,64.41,0,1,M,Fighter,40,76128,35,Fighter,11.11,16,3,5
348,94.59,-3,1,F,Thief,30,27444,29,Mage,11.12,15,3,5
317,84.27,4,2,M,Thief,40,81722,40,Mage,12.25,15,3,5
348,81.42,-3,1,F,Thief,30,42545,31,Thief,11.53,15,3,4
310,1.57,-1,-5,F,Mage,30,38438,27,Fighter,8.09,17,3,5
341,11.73,-2,3,F,Fighter,10,80546,5,Mage,10.89,17,5,1
342,87.62,5,1,M,Mage,40,60586,42,Fighter,12.47,15,3,5
339,91.07,5,3,F,Fighter,10,43561,9,Fighter,4.15,16,1,3
319,70.61,0,-3,M,Mage,40,38712,41,Thief,11.45,14,3,4
348,97.39,-3,1,F,Thief,30,73438,31,Fighter,11.29,15,3,4
305,33.7,0,-2,F,Thief,30,67018,27,Thief,7.98,15,3,5
346,119.58,-3,5,F,Fighter,30,11682,25,Thief,11.49,14,3,4
328,57.69,-2,0,F,Thief,30,87960,34,Mage,10.93,16,3,5
333,43.59,-2,5,F,Fighter,30,38685,27,Fighter,9.04,16,3,5
335,73.42,2,-1,F,Fighter,30,25449,31,Fighter,11.1,15,3,5
338,89.63,4,-5,F,Fighter,40,49458,40,Mage,12.03,14,4,5
307,39.03,-5,-3,M,Mage,30,82682,30,Mage,9.93,16,3,4
342,91.76,5,1,M,Mage,40,42779,42,Mage,12.22,15,3,5
348,93.05,-3,1,F,Thief,30,30311,34,Thief,12.13,15,3,4
327,77.6,-4,2,M,Mage,20,77431,20,Thief,4.32,13,1,3
305,24.9,0,-2,F,Thief,30,52712,32,Mage,9.31,17,3,5
309,30.95,-5,-3,M,Thief,40,49850,38,Fighter,10.54,15,3,5
347,0.0,5,0,F,Mage,10,44481,8,Fighter,11.41,16,5,1
322,93.45,4,2,F,Fighter,40,77448,44,Mage,12.5,14,4,5
303,28.18,0,1,M,Thief,10,63390,10,Mage,9.86,16,3,2
345,38.26,-5,-4,M,Fighter,30,82350,31,Thief,9.53,15,3,5
338,87.81,4,-5,F,Fighter,40,26825,35,Fighter,11.88,14,3,5
323,0.0,-2,3,F,Mage,30,26825,35,Fighter,8.43,18,3,5
317,90.14,4,2,M,Thief,40,22840,36,Mage,11.4,16,3,5
301,92.69,-2,5,F,Fighter,40,26825,35,Fighter,11.6,15,3,4
318,81.38,3,2,F,Mage,30,64447,31,Thief,10.93,16,3,5
348,79.59,-3,1,F,Thief,30,15597,32,Thief,11.67,15,3,4
346,101.16,-3,5,F,Fighter,30,59889,35,Thief,11.66,15,3,4
350,72.3,5,5,F,Mage,40,13308,38,Mage,11.17,16,3,5
343,38.29,1,-4,M,Mage,10,43442,8,Fighter,9.48,17,4,2
320,23.47,-5,4,F,Fighter,40,80223,37,Fighter,9.03,16,3,5
325,5.83,-3,2,F,Fighter,30,63006,30,Mage,8.37,17,3,5
301,103.91,-2,5,F,Fighter,40,25054,44,Mage,11.98,17,4,4
308,93.78,-2,5,F,Mage,20,69585,18,Fighter,1.43,7,1,3
314,53.14,-2,-2,F,Fighter,30,44352,31,Thief,10.39,15,3,4
318,80.92,3,2,F,Mage,30,83921,35,Fighter,11.53,14,3,5
332,3.4,3,-2,F,Thief,10,39286,9,Thief,10.28,16,5,1
321,88.54,0,-1,F,Mage,30,64014,29,Thief,11.11,17,3,4
331,97.74,2,-5,F,Mage,40,66852,45,Thief,12.01,16,3,5
317,95.2,4,2,M,Thief,40,79800,42,Fighter,11.97,13,4,5
313,48.46,5,-5,F,Thief,10,55119,9,Mage,8.79,16,3,3
336,1.73,-5,1,F,Thief,40,10264,43,Mage,9.76,18,3,5
321,101.77,0,-1,F,Mage,30,80097,27,Mage,11.66,15,3,4
303,33.2,0,1,M,Thief,10,56849,8,Thief,8.98,17,4,2
349,40.88,3,-1,M,Fighter,30,17810,26,Mage,9.42,17,3,5
331,100.13,2,-5,F,Mage,40,34893,39,Mage,11.17,16,3,5
340,22.14,3,0,F,Thief,20,77431,20,Thief,9.73,16,4,2
308,102.57,-2,5,F,Mage,20,68866,16,Mage,3.07,11,1,4
345,42.13,-5,-4,M,Fighter,30,27138,30,Thief,9.44,18,3,5
321,90.93,0,-1,F,Mage,30,33688,25,Fighter,11.81,14,3,5
342,88.46,5,1,M,Mage,40,67621,35,Fighter,11.84,16,3,4
305,29.58,0,-2,F,Thief,30,87622,33,Mage,9.43,17,3,5
303,45.95,0,1,M,Thief,10,54319,10,Mage,9.47,16,4,2
303,31.57,0,1,M,Thief,10,60168,12,Fighter,8.83,16,3,2
311,75.55,-2,-5,M,Mage,10,53112,9,Mage,5.97,15,2,3
317,88.67,4,2,M,Thief,40,19512,41,Fighter,11.62,16,3,5
304,19.89,3,-5,M,Thief,10,38000,12,Thief,10.36,17,5,1
318,79.53,3,2,F,Mage,30,27216,30,Thief,10.89,16,3,5
301,99.2,-2,5,F,Fighter,40,85255,43,Thief,11.9,15,3,4
301,99.76,-2,5,F,Fighter,40,61041,43,Mage,12.25,14,3,4
341,9.17,-2,3,F,Fighter,10,56914,12,Fighter,10.31,16,5,1
326,37.25,-1,-1,M,Mage,20,44692,23,Fighter,8.41,16,2,5
346,98.49,-3,5,F,Fighter,30,37612,31,Fighter,12.41,13,3,4
324,6.28,-5,0,M,Fighter,40,20902,44,Thief,10.13,18,3,5
338,91.4,4,-5,F,Fighter,40,76153,43,Fighter,12.24,15,3,5
328,51.33,-2,0,F,Thief,30,24163,33,Mage,10.07,17,3,4
309,29.53,-5,-3,M,Thief,40,15157,44,Mage,11.23,16,3,5
343,39.46,1,-4,M,Mage,10,88605,11,Thief,8.93,16,4,2
312,69.15,4,5,M,Mage,10,71752,7,Fighter,7.1,16,3,3
307,42.78,-5,-3,M,Mage,30,67250,28,Fighter,9.34,17,3,5
307,41.36,-5,-3,M,Mage,30,80080,27,Mage,9.85,14,3,4
345,44.51,-5,-4,M,Fighter,30,89884,35,Thief,10.68,15,3,5
302,52.23,2,-5,F,Mage,10,56345,9,Mage,6.99,15,3,3
331,90.22,2,-5,F,Mage,40,40477,38,Fighter,11.93,15,3,5
335,76.9,2,-1,F,Fighter,30,32438,31,Thief,11.24,14,3,5
315,89.78,-3,-3,F,Fighter,20,68910,24,Mage,11.17,16,3,4
321,99.67,0,-1,F,Mage,30,69284,35,Thief,11.61,15,4,5
331,104.82,2,-5,F,Mage,40,84450,37,Fighter,11.14,14,3,5
321,97.19,0,-1,F,Mage,30,75688,31,Fighter,11.96,15,3,5
317,79.02,4,2,M,Thief,40,40477,38,Fighter,11.89,16,4,5
325,10.72,-3,2,F,Fighter,30,84716,25,Mage,7.14,16,2,5
338,93.32,4,-5,F,Fighter,40,56501,37,Fighter,12.04,14,3,4
316,0.23,0,-3,F,Thief,30,40451,25,Mage,6.78,15,2,6
336,22.63,-5,1,F,Thief,40,51841,37,Mage,10.11,16,3,5
334,49.3,0,1,M,Fighter,40,66852,45,Thief,11.6,15,3,4
326,27.46,-1,-1,M,Mage,20,40692,15,Fighter,9.6,16,3,2
302,65.86,2,-5,F,Mage,10,39590,5,Thief,7.74,15,3,2
307,42.39,-5,-3,M,Mage,30,86126,28,Thief,10.4,18,3,4
318,71.03,3,2,F,Mage,30,87356,32,Fighter,11.63,16,3,5
321,92.26,0,-1,F,Mage,30,33192,27,Mage,11.43,16,3,4
314,72.64,-2,-2,F,Fighter,30,27138,30,Thief,10.73,16,3,5
321,93.9,0,-1,F,Mage,30,89979,30,Fighter,12.5,17,3,5
345,58.68,-5,-4,M,Fighter,30,73528,28,Thief,9.76,16,3,5
346,106.26,-3,5,F,Fighter,30,64351,31,Fighter,12.47,16,3,4
307,51.39,-5,-3,M,Mage,30,64447,31,Thief,9.85,16,3,5
344,72.0,4,1,M,Fighter,20,23647,24,Fighter,10.67,16,3,4
318,79.36,3,2,F,Mage,30,15888,27,Mage,10.9,16,3,4
321,86.3,0,-1,F,Mage,30,16366,27,Thief,11.61,15,3,4
321,86.09,0,-1,F,Mage,30,89884,35,Thief,12.5,14,3,4
314,62.56,-2,-2,F,Fighter,30,87530,32,Fighter,10.51,16,3,4
310,4.1,-1,-5,F,Mage,30,89019,29,Thief,8.5,16,3,5
308,87.07,-2,5,F,Mage,20,44692,23,Fighter,11.58,16,4,4
336,3.04,-5,1,F,Thief,40,86656,41,Mage,9.94,17,3,5
326,26.27,-1,-1,M,Mage,20,53559,19,Fighter,8.67,17,4,2
302,62.4,2,-5,F,Mage,10,26857,10,Thief,7.13,14,2,3
348,86.62,-3,1,F,Thief,30,80485,31,Fighter,11.48,16,3,4
327,81.52,-4,2,M,Mage,20,54830,18,Thief,3.84,14,1,3
322,90.94,4,2,F,Fighter,40,60392,36,Fighter,12.21,17,3,5
340,19.5,3,0,F,Thief,20,77959,24,Fighter,8.02,15,3,5
324,17.25,-5,0,M,Fighter,40,23820,37,Thief,9.71,17,3,5
337,45.86,-1,1,F,Thief,40,68113,44,Thief,11.49,15,3,5
324,16.93,-5,0,M,Fighter,40,21969,45,Fighter,10.68,16,3,5
308,102.49,-2,5,F,Mage,20,42866,15,Thief,1.74,9,1,4
308,88.29,-2,5,F,Mage,20,60311,15,Thief,1.56,8,1,4
337,52.0,-1,1,F,Thief,40,13911,44,Thief,11.46,15,4,5
337,55.15,-1,1,F,Thief,40,27329,38,Mage,10.85,17,3,5
332,7.4,3,-2,F,Thief,10,60168,12,Fighter,10.6,16,4,2
345,56.0,-5,-4,M,Fighter,30,56785,31,Thief,10.08,16,3,4
347,0.0,5,0,F,Mage,10,62328,5,Thief,10.95,15,5,1
333,53.77,-2,5,F,Fighter,30,48478,27,Thief,9.97,16,3,5
331,87.05,2,-5,F,Mage,40,16311,42,Fighter,11.78,14,3,4
